Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,steps_1wk,steps_6wk
"2014-10-01",2600,10435,5.06,0,1215,88,92,45,1078,6719,9723
"2014-10-02",2404,8167,3.96,0,1265,71,69,35,844,8091,9681
"2014-10-03",2352,7430,3.6,0,1267,71,74,28,797,7131,9762
"2014-10-04",2457,0,0,0,1440,0,0,0,0,8027,9621
"2014-10-05",2457,0,0,0,1440,0,0,0,0,6309,9313
"2014-10-06",2457,1086,0.53,0,1399,23,16,2,155,5483,9010
"2014-10-07",2457,760,0.37,0,1393,42,5,0,156,3874,8808
"2014-10-08",2457,0,0,0,1440,0,0,0,0,2491,8589
"2014-10-09",2555,10382,5.03,0,1250,65,65,60,1001,1325,8334
"2014-10-10",2039,2258,1.09,0,1356,50,33,1,317,1746,8240
"2014-10-11",2002,2537,1.23,0,1334,67,39,0,385,2069,7776
"2014-10-12",2457,719,0.35,0,1412,13,15,0,103,2431,7561
"2014-10-13",2622,10877,5.27,0,961,82,101,41,1096,2379,7461
"2014-10-14",2691,10373,5.03,0,828,128,92,42,1177,3824,7685
"2014-10-15",2457,6451,3.13,0,926,139,75,12,884,5306,7722
"2014-10-16",2648,11541,5.59,0,989,67,83,61,1108,4745,7513
"2014-10-17",2591,9976,4.84,0,877,84,91,39,1031,6071,7723
"2014-10-18",2439,7322,3.55,0,869,110,63,28,872,7133,7856
"2014-10-19",2414,5246,2.54,0,712,170,79,0,880,8077,7752
"2014-10-20",2457,1162,0.56,0,1001,52,13,0,221,7272,7583
"2014-10-21",2865,13042,6.32,0,764,133,118,47,1398,5956,7206
"2014-10-22",2757,12006,5.82,0,694,112,99,53,1262,6898,7180
"2014-10-23",2781,13128,6.36,0,771,94,91,63,1283,6964,7363
"2014-10-24",2774,12285,5.95,0,782,103,77,68,1248,7415,7256
"2014-10-25",3330,20273,9.83,0,631,133,159,90,1977,8124,7523
"2014-10-26",2692,10085,4.89,0,580,157,126,17,1240,10270,7847
"2014-10-27",2622,9323,4.52,0,822,146,68,37,1098,11545,7761
"2014-10-28",2678,10363,5.02,0,761,147,67,49,1188,11014,7805
"2014-10-29",3087,17163,8.33,0,840,121,151,64,1687,10779,7833
"2014-10-30",2688,11055,5.36,0,703,121,95,40,1192,11356,7991
"2014-10-31",2806,12067,5.85,0,805,150,80,57,1336,11180,8199
"2014-11-01",3047,15837,7.68,0,742,143,57,106,1598,10008,7981
"2014-11-02",2866,12438,6.03,0,605,136,124,29,1337,10829,8179
"2014-11-03",2808,12791,6.2,0,773,121,125,40,1343,11274,8197
"2014-11-04",2869,14515,7.03,0,744,82,87,81,1366,11621,8323
"2014-11-05",2150,2509,1.22,0,899,142,21,0,542,11243,8336
"2014-11-06",2277,4059,1.97,0,1158,149,53,0,707,10022,8376
"2014-11-07",2154,2816,1.36,0,1277,135,27,1,553,8878,8118
"2014-11-08",2400,5340,2.59,0,698,170,85,0,898,7018,8158
"2014-11-09",2589,8470,4.11,0,772,175,106,9,1135,6004,7998
"2014-11-10",2744,11312,5.49,0,744,140,87,46,1251,5387,8062
"2014-11-11",2985,14146,6.87,0,672,190,112,59,1620,4929,8038
"2014-11-12",2665,8656,4.2,0,674,212,78,16,1200,6591,8126
"2014-11-13",2907,14030,6.8,0,729,125,90,77,1442,7248,8138
"2014-11-14",2218,4189,2.03,0,797,119,55,2,637,8850,8295
"2014-11-15",2803,12064,5.85,0,732,140,82,63,1335,8686,8394
"2014-11-16",2867,13275,6.44,0,580,145,102,61,1442,9199,8682
"2014-11-17",2894,13717,6.65,0,719,133,92,73,1448,9480,8972
"2014-11-18",2773,12664,6.16,0,702,102,100,57,1284,9418,9280
"2014-11-19",2456,6243,3.03,0,698,177,74,7,953,9991,9582
"2014-11-20",2311,4447,2.16,0,851,132,65,2,716,8878,9483
"2014-11-21",2822,12597,6.11,0,821,142,75,63,1349,8915,9536
"2014-11-22",2892,12781,6.19,0,723,180,75,66,1466,8991,9775
"2014-11-23",2756,11590,5.62,0,1163,135,87,55,1277,8921,10062
"2014-11-24",2858,13040,6.32,0,1130,146,116,48,1428,8617,10079
"2014-11-25",2887,13224,6.41,0,669,165,117,49,1485,8671,10143
"2014-11-26",2542,7099,3.45,0,851,191,92,4,1059,9668,10304
"2014-11-27",2665,10955,5.31,0,615,122,97,35,1180,10047,10198
"2014-11-28",2539,8206,3.98,0,591,161,90,15,1067,9812,10222
"2014-11-29",2738,11593,5.62,0,709,145,144,12,1304,9159,10243
"2014-11-30",2585,9165,4.44,0,1189,150,62,39,1091,9159,10394
"2014-12-01",2408,6648,3.22,0,1239,123,58,20,833,8606,10584
"2014-12-02",2332,4964,2.44,0,1237,145,47,11,764,7666,10432
"2014-12-03",2516,8362,4.05,0,1150,120,88,21,980,7361,10264
"2014-12-04",2806,12142,5.88,0,694,152,93,49,1345,6991,10151
"2014-12-05",2264,3675,1.78,0,836,164,45,0,703,7553,10147
"2014-12-06",2612,9529,4.62,0,1185,134,95,26,1111,6422,9752
"2014-12-07",2683,11758,5.7,0,1192,109,79,60,1212,6474,9739
"2014-12-08",2793,11967,5.8,0,1132,154,115,39,1357,7204,9797
"2014-12-09",2147,2353,1.14,0,1001,138,22,0,523,8204,9835
"2014-12-10",2870,14329,6.94,0,735,97,107,68,1396,7346,9483
"2014-12-11",2279,3739,1.81,0,964,158,43,1,692,7658,9561
"2014-12-12",2723,12083,5.86,0,1180,111,94,55,1257,7667,9362
"2014-12-13",2774,12009,5.82,0,820,148,93,49,1319,8032,9273
"2014-12-14",2315,3642,1.77,0,843,189,40,0,760,8068,9263
"2014-12-15",2513,6297,3.05,0,1147,213,79,1,1036,6879,9045
"2014-12-16",2311,6117,2.96,0,1253,102,74,11,761,7442,8849
"2014-12-17",2216,4200,2.04,0,1277,110,46,7,614,6269,8935
"2014-12-18",2079,2132,1.03,0,349,107,23,0,434,6335,8938
"2014-12-19",2249,3907,1.89,0,1256,129,54,1,652,4913,8922
"2014-12-20",2285,4061,1.97,0,1237,154,48,1,708,3756,8888
"2014-12-21",2141,2962,1.44,0,1308,93,37,2,476,3816,8783
"2014-12-22",2875,14072,6.84,0,1159,122,89,70,1425,3339,8584
"2014-12-23",2686,11638,5.64,0,1222,90,55,73,1139,4476,8582
"2014-12-24",1897,1130,0.55,0,822,50,10,0,208,5538,8653
"2014-12-25",2712,12013,5.82,0,808,103,44,82,1195,5395,8346
"2014-12-26",2312,5034,2.44,0,1232,141,65,2,759,6553,8533
"2014-12-27",2391,5373,2.6,0,1188,184,66,2,894,6692,8365
"2014-12-28",2284,7007,3.4,0,1320,52,15,53,665,7037,8177
"2014-12-29",2814,12058,5.84,0,699,180,91,50,1406,6027,8017
"2014-12-30",2194,4726,2.29,0,1305,85,29,21,580,6087,8003
"2014-12-31",2725,13330,6.46,0,1210,74,84,72,1241,6601,7967
"2015-01-01",2283,5465,2.65,0,1274,109,32,25,694,6789,8178
"2015-01-02",2267,5664,2.75,0,541,84,36,29,665,6851,8008
"2015-01-03",2233,3600,1.74,0,1235,167,38,0,692,6892,7839
"2015-01-04",2141,4127,2,0,1300,80,57,3,544,6406,7649
"2015-01-05",2773,12175,5.9,0,1146,152,84,58,1346,5273,7437
"2015-01-06",2090,2376,1.15,0,1277,105,27,1,450,6337,7412
"2015-01-07",2730,12451,6.03,0,657,101,98,56,1256,4772,7299
"2015-01-08",2304,6012,2.91,0,829,88,50,25,705,5770,7335
"2015-01-09",2678,12102,5.87,0,694,84,42,85,1154,5820,7282
"2015-01-10",2950,16230,7.87,0,1172,91,71,106,1497,7034,7295
"2015-01-11",2665,11446,5.55,0,1185,103,43,77,1148,8763,7463
"2015-01-12",2739,12477,6.05,0,771,107,71,71,1254,8659,7577
"2015-01-13",2681,11563,5.61,0,797,127,73,58,1225,10102,7756
"2015-01-14",2478,8203,3.98,0,904,115,65,33,938,9975,7832
"2015-01-15",2759,12554,6.08,0,1189,110,68,73,1268,10288,7738
"2015-01-16",2791,13615,6.6,0,1188,94,83,75,1315,10353,7950
"2015-01-17",2612,9641,4.67,0,1181,149,67,43,1135,9979,8047
"2015-01-18",2840,13007,6.3,0,1146,130,97,67,1385,9721,7997
"2015-01-19",2782,13491,6.54,0,1203,85,66,86,1283,9797,8021
"2015-01-20",2725,12138,5.88,0,1194,98,93,55,1222,10073,8287
"2015-01-21",2285,4889,2.37,0,1250,128,54,8,716,10635,8234
"2015-01-22",2504,8087,3.92,0,884,126,67,33,976,9540,8262
"2015-01-23",2550,8719,4.23,0,770,137,50,44,1026,8750,8167
"2015-01-24",2647,9581,4.64,0,826,161,60,48,1159,8618,8088
"2015-01-25",2222,2947,1.43,0,870,179,23,0,660,8129,8230
"2015-01-26",2491,7826,3.8,0,1226,128,48,38,934,6623,8150
"2015-01-27",2848,14166,6.87,0,1190,78,89,83,1341,6007,8191
"2015-01-28",2995,16089,7.8,0,1120,115,145,60,1589,7332,8428
"2015-01-29",2849,14563,7.06,0,1170,88,104,78,1406,8475,8760
"2015-01-30",2815,13695,6.64,0,1197,87,79,77,1305,9310,9014
"2015-01-31",2591,8248,4,0,1161,179,72,28,1110,9898,9243
"2015-02-01",2779,12451,6.03,0,1171,138,49,82,1319,10655,9369
"2015-02-02",2781,13576,6.58,0,1211,75,72,82,1262,11316,9331
"2015-02-03",2426,7582,3.67,0,943,91,57,32,825,11231,9377
"2015-02-04",2356,6721,3.26,0,987,106,47,29,792,10016,9530
"2015-02-05",2813,12959,6.28,0,1167,130,75,68,1347,8896,9404
"2015-02-06",2361,6846,3.32,0,1267,89,54,30,778,8791,9593
"2015-02-07",2392,5596,2.71,0,1198,169,71,2,874,8590,9628
"2015-02-08",2211,4215,2.06,0,1284,110,34,12,606,7611,9595
"2015-02-09",2735,11381,5.52,0,1170,132,87,51,1249,6274,9408
"2015-02-10",2481,7599,3.68,0,1227,123,64,26,913,6816,9566
"2015-02-11",2515,8461,4.12,0,1228,102,77,33,953,6942,9430
"2015-02-12",2421,8079,3.92,0,1266,87,44,43,844,6299,9501
"2015-02-13",2485,8525,4.13,0,1257,84,52,47,896,6475,9559
"2015-02-14",2379,5672,2.75,0,1227,130,75,8,810,6894,9676
"2015-02-15",3113,16846,8.19,0,1076,145,177,42,1734,7102,9713
"2015-02-16",2198,3403,1.65,0,1274,123,42,1,583,7883,9824
"2015-02-17",2407,6976,3.38,0,1254,108,46,32,826,7283,9848
"2015-02-18",2159,3703,1.79,0,1303,95,34,8,527,7071,9718
"2015-02-19",1885,1038,0.5,0,1379,49,12,0,204,6446,9663
"2015-02-20",2793,12456,6.04,0,1149,133,117,41,1335,5376,9400
"2015-02-21",3299,8890,4.32,0,1022,182,236,0,1992,6346,9310
"2015-02-22",2789,12653,6.13,0,1151,119,132,38,1337,5209,9249
"2015-02-23",2420,5878,2.85,0,1182,180,76,2,923,6530,9253
"2015-02-24",2777,12670,6.2,0,1154,127,108,51,1334,6374,9118
"2015-02-25",2869,14284,6.92,0,1106,130,176,28,1497,7655,9224
"2015-02-26",2783,12309,5.97,0,1109,158,153,20,1398,9547,9265
"2015-02-27",2952,14330,6.95,0,690,177,185,19,1616,9526,9234
"2015-02-28",3617,14353,6.96,0,679,151,319,18,2429,10303,9346
"2015-03-01",2916,13670,6.63,0,839,181,126,44,1539,10546,9378
"2015-03-02",2966,13370,6.48,0,1037,225,139,39,1645,11659,9382
"2015-03-03",2668,8669,4.2,0,1092,238,98,12,1280,11759,9411
"2015-03-04",2891,12983,6.29,0,1076,197,130,37,1524,10957,9501
"2015-03-05",2933,15075,7.31,0,1103,147,139,51,1558,11053,9618
"2015-03-06",2573,9720,4.73,0,1178,131,105,26,1105,11160,9769
"2015-03-07",2795,11689,5.67,0,1088,200,120,32,1428,10498,9773
"2015-03-08",2882,12232,5.93,0,1078,221,98,43,1502,10215,9981
"2015-03-09",2818,12528,6.07,0,1062,162,117,39,1393,10052,10086
"2015-03-10",3124,17494,8.48,0,667,155,99,99,1756,10603,10047
"2015-03-11",2631,10135,4.91,0,846,138,86,40,1153,11248,10080
"2015-03-12",2802,12591,6.1,0,879,137,128,37,1359,10542,9975
"2015-03-13",2658,10067,4.88,0,1154,162,103,21,1199,10952,9948
"2015-03-14",2912,12050,5.84,0,1056,247,103,34,1555,10721,9992
"2015-03-15",2912,13515,6.55,0,1092,191,90,67,1550,10695,9982
"2015-03-16",2804,12711,6.16,0,1154,153,60,73,1361,10836,9981
"2015-03-17",2906,13235,6.42,0,1090,203,87,60,1532,10152,10103
"2015-03-18",2975,13932,6.75,0,1061,215,100,64,1628,10595,10258
"2015-03-19",2629,8023,3.89,0,1112,229,86,13,1202,10787,10281
"2015-03-20",2690,10436,5.06,0,1117,196,94,33,1303,10495,10309
"2015-03-21",2854,13496,6.54,0,1095,178,125,42,1498,10264,10424
"2015-03-22",2852,12095,5.86,0,692,227,138,33,1556,10261,10645
"2015-03-23",2901,14257,6.91,0,744,174,111,60,1544,10173,10662
"2015-03-24",2662,9184,4.45,0,1096,229,99,16,1287,10319,10821
"2015-03-25",2735,12079,5.85,0,1125,167,104,44,1357,9641,10838
"2015-03-26",3130,16803,8.14,0,1035,202,131,72,1817,10221,10933
"2015-03-27",2872,12972,6.29,0,1075,197,134,34,1512,11130,11130
"2015-03-28",2596,6961,3.37,0,1070,272,98,0,1241,11055,11304
"2015-03-29",3085,16859,8.17,0,1035,188,156,61,1800,10322,11069
"2015-03-30",2622,10517,5.1,0,1169,144,83,44,1177,10694,11389
"2015-03-31",2582,10291,4.99,0,1179,136,83,42,1142,10884,11474
"2015-04-01",2364,6050,2.93,0,1192,162,83,3,888,10629,11630
"2015-04-02",2638,9105,4.41,0,1111,219,90,20,1245,9092,11750
"2015-04-03",2419,8051,3.9,0,1217,187,23,13,925,8540,11670
"2015-04-04",2236,4595,2.23,0,1250,180,6,4,686,8696,11650
"2015-04-05",2094,3017,1.46,0,1280,160,0,0,539,6944,11458
"2015-04-06",2822,13513,6.64,0,1148,196,27,69,1402,5872,11390
"2015-04-07",2779,12064,5.85,0,1125,243,25,47,1377,6333,11410
"2015-04-08",2947,13872,6.72,0,1066,280,57,37,1604,7192,11357
"2015-04-09",3071,16490,7.99,0,1062,267,53,58,1738,7873,11394
"2015-04-10",1792,943,0.46,0,1400,40,0,0,143,9078,11446
"2015-04-11",2351,5013,2.43,0,1194,246,0,0,853,8557,11127
"2015-04-12",2396,7938,3.85,0,1250,118,34,38,859,8842,10921
"2015-04-13",2752,13284,6.53,0,1185,160,42,53,1291,8045,10791
"2015-04-14",2484,7831,3.8,0,1188,213,15,24,1006,8220,10901
"2015-04-15",2551,10386,5.03,0,1223,147,19,51,1052,7357,10778
"2015-04-16",2786,11407,5.53,0,1102,281,27,30,1395,6485,10667
"2015-04-17",2307,6754,3.27,0,1261,171,6,2,763,7979,10707
"2015-04-18",2370,4553,2.21,0,1168,272,0,0,898,8228,10589
"2015-04-19",2294,4320,2.09,0,737,222,0,0,759,7745,10407
"2015-04-20",2455,7033,3.41,0,730,193,11,26,924,6464,10211
"2015-04-21",2054,2573,1.25,0,1298,142,0,0,478,6350,9962
"2015-04-22",2414,7526,3.66,0,1225,184,6,25,900,5234,9782
"2015-04-23",2703,12043,5.94,0,1204,125,46,65,1199,4679,9661
"2015-04-24",2446,7775,3.77,0,1173,195,25,12,944,5435,9708
"2015-04-25",2180,3224,1.56,0,1255,185,0,0,619,5895,9607
"2015-04-26",2301,4720,2.29,0,1207,233,0,0,798,5739,9362
"2015-04-27",2631,9549,4.63,0,1145,250,16,29,1191,5408,9171
"2015-04-28",2810,12297,5.96,0,1109,260,35,36,1415,6405,9084
"2015-04-29",2742,11729,5.68,0,1142,216,42,40,1306,7086,9045
"2015-04-30",2661,10676,5.17,0,1083,227,26,28,1207,7042,9133
"2015-05-01",2633,10568,5.12,0,766,182,31,40,1142,7456,9139
"2015-05-02",2145,3160,1.53,0,1279,161,0,0,550,8505,9069
"2015-05-03",2269,4353,2.11,0,1217,223,0,0,761,8282,8856
"2015-05-04",2851,13500,6.54,0,1144,196,43,57,1409,7540,8620
"2015-05-05",2466,7549,3.66,0,1199,205,10,26,973,7712,8723
"2015-05-06",2298,5999,2.91,0,1266,144,7,23,727,7115,8615
"2015-05-07",3018,16197,7.87,0,1099,216,55,70,1638,6447,8358
"2015-05-08",2562,8803,4.27,0,1164,265,9,2,1097,7251,8435
"2015-05-09",2233,5795,2.81,0,1275,155,8,2,682,8057,8479
"2015-05-10",2504,8029,3.89,0,1186,224,15,15,1015,8263,8215
"2015-05-11",2440,8011,3.88,0,1241,160,14,25,883,7481,8156
"2015-05-12",2790,12723,6.17,0,1139,228,18,55,1376,7547,8102
"2015-05-13",2658,11272,5.49,0,1205,159,22,54,1158,8508,8261
"2015-05-14",2606,9965,4.83,0,1188,193,25,34,1117,7804,8312
"2015-05-15",2084,2432,1.18,0,1300,140,0,0,469,7970,8358
"2015-05-16",2477,8647,4.22,0,1231,158,20,31,947,7490,8306
"2015-05-17",2210,3643,1.77,0,1251,189,0,0,650,7578,8440
"2015-05-18",2742,11554,5.6,0,1161,202,29,48,1275,6954,8205
"2015-05-19",2500,8182,3.97,0,1215,180,14,31,980,6787,8193
"2015-05-20",2676,11095,5.38,0,1193,175,19,53,1175,6346,8058
"2015-05-21",3024,16324,7.91,0,1057,209,37,77,1622,6507,7929
"2015-05-22",2521,8783,4.27,0,830,185,14,26,997,8492,8296
"2015-05-23",2341,5219,2.53,0,1213,227,0,0,820,8511,8385
"2015-05-24",2110,3436,1.67,0,1284,156,0,0,550,8736,8321
"2015-05-25",2218,3499,1.7,0,1247,193,0,0,652,7577,8086
"2015-05-26",2684,9455,4.58,0,1122,278,12,28,1265,6908,7983
"2015-05-27",2784,12923,6.28,0,1163,202,26,49,1326,6673,7961
"2015-05-28",2589,10376,5.04,0,1216,168,16,40,1076,6187,7997
"2015-05-29",2357,7096,3.44,0,1256,146,15,23,810,6415,8083
"2015-05-30",2121,3111,1.51,0,1287,153,0,0,527,6683,8144
"2015-05-31",2073,2543,1.23,0,1306,134,0,0,462,6637,8115
"2015-06-01",2510,8252,4,0,1192,213,9,26,1025,6500,8008
"2015-06-02",2661,9753,4.73,0,1130,249,33,28,1239,6328,8143
"2015-06-03",2523,8507,4.12,0,1167,227,23,23,1085,5875,8196
"2015-06-04",3087,16658,8.11,0,772,257,51,61,1729,5608,8112
"2015-06-05",2544,8132,3.94,0,663,302,13,0,1146,6974,8323
"2015-06-06",2461,5946,2.88,0,1132,301,7,0,1046,7692,8440
"2015-06-07",2032,2097,1.02,0,1312,128,0,0,420,8178,8470
"2015-06-08",2452,6784,3.29,0,1162,262,15,1,1000,7299,8292
"2015-06-09",2224,5616,2.72,0,1279,122,15,19,661,6874,8161
"2015-06-10",2383,6301,3.05,0,940,240,0,0,895,6461,8015
"2015-06-11",2164,5328,2.58,0,1321,90,7,22,555,4982,7911
"2015-06-12",2056,2221,1.08,0,1203,130,0,0,429,4581,7786
"2015-06-13",2179,3366,1.63,0,1270,170,0,0,580,4049,7764
"2015-06-14",2270,6891,3.34,0,1300,66,55,19,678,4230,7741
"2015-06-15",2286,6049,2.93,0,1284,125,5,26,685,4246,7583
"2015-06-16",2007,1735,0.84,0,1338,102,0,0,336,4308,7547
"2015-06-17",2677,12707,6.16,0,1223,74,105,38,1143,3655,7446
"2015-06-18",2716,11227,5.44,0,1150,191,82,17,1245,4709,7363
"2015-06-19",1975,1740,0.84,0,1337,103,0,0,341,5996,7421
"2015-06-20",2000,2363,1.15,0,1347,93,0,0,334,5764,7324
"2015-06-21",2171,3374,1.64,0,1272,160,8,0,575,5117,7189
"2015-06-22",2416,8285,4.02,0,1242,136,57,5,886,4735,7079
"2015-06-23",2615,11050,5.37,0,1194,132,98,16,1134,5670,6973
"2015-06-24",2727,12538,6.08,0,1149,177,89,25,1310,5434,6968
"2015-06-25",2675,12074,5.85,0,1194,133,76,37,1185,5621,7029
"2015-06-26",2475,7959,3.98,0,1218,150,55,17,940,7097,7259
"2015-06-27",2367,4869,2.36,0,1195,232,12,1,837,7897,7242
"2015-06-28",2377,7619,3.69,0,1231,166,41,2,855,8110,7271
"2015-06-29",2150,4022,1.95,0,1280,160,0,0,579,8015,7178
"2015-06-30",2516,9379,4.55,0,1211,159,32,38,1023,7011,7079
"2015-07-01",2450,7343,3.56,0,1184,215,22,19,983,6560,7038
"2015-07-02",2632,11136,5.4,0,1166,190,44,40,1208,5884,6824
"2015-07-03",2329,6766,3.28,0,1207,162,30,9,807,6338,6880
"2015-07-04",2363,7648,3.71,0,1240,152,34,14,853,6609,6917
"2015-07-05",2230,4244,2.06,0,1158,222,0,0,744,6613,7017
"2015-07-06",2395,7466,3.62,0,873,186,18,24,915,6645,7035
"2015-07-07",2366,7478,3.62,0,910,169,7,21,847,6371,6987
"2015-07-08",2375,8284,4.02,0,1256,112,46,26,845,6391,6858
"2015-07-09",2311,6338,3.07,0,1249,162,9,20,774,5983,6808
"2015-07-10",2166,4896,2.38,0,1285,134,8,13,607,5922,6790
"2015-07-11",2225,5528,2.68,0,1263,141,24,12,695,5529,6832
"2015-07-12",2583,9930,4.81,0,1151,242,31,16,1169,5712,6904
"2015-07-13",2570,9984,4.84,0,1187,189,32,32,1108,6064,6943
"2015-07-14",2644,10711,5.22,0,1162,206,24,48,1213,6422,6949
"2015-07-15",2370,6954,3.37,0,1221,183,15,21,867,6769,7001
"2015-07-16",2572,9601,4.65,0,1178,208,30,24,1108,6857,6770
"2015-07-17",2596,9913,4.82,0,1183,168,61,28,1112,7529,6805
"2015-07-18",2471,7576,3.67,0,1151,244,44,1,1057,8156,6900
"2015-07-19",2099,2806,1.36,0,1293,147,0,0,497,7819,7030
"2015-07-20",2438,7111,3.45,0,1096,203,26,10,927,6794,6936
"2015-07-21",2394,5825,2.82,0,799,250,15,3,931,6280,6971
"2015-07-22",2362,7297,3.54,0,1247,146,21,26,823,6118,6960
"2015-07-23",2314,6406,3.1,0,1205,176,1,10,703,5789,7007
"2015-07-24",2781,13408,6.5,0,851,184,66,53,1382,5288,7106
"2015-07-25",2179,4168,2.02,0,1262,178,0,0,627,6121,7345
"2015-07-26",2404,8380,4.06,0,1092,163,33,17,912,6316,7281
"2015-07-27",2662,11181,5.42,0,836,200,60,32,1238,6497,7336
"2015-07-28",2348,6406,3.1,0,1149,168,30,11,814,7262,7561
"2015-07-29",2384,6678,3.24,0,857,214,25,3,898,7135,7411
"2015-07-30",2296,4341,2.1,0,887,243,0,0,803,7174,7303
"2015-07-31",2085,3027,1.47,0,1296,144,0,0,496,5879,7365
"2015-08-01",2157,4055,1.97,0,1276,147,8,9,596,5716,7380
"2015-08-02",2235,3749,1.82,0,1225,215,0,0,708,5098,7397
"2015-08-03",2789,13224,6.42,0,1118,229,34,46,1383,4036,7289
"2015-08-04",2460,6769,3.28,0,863,241,21,11,992,5010,7340
"2015-08-05",2297,5926,2.89,0,915,200,11,0,785,5023,7203
"2015-08-06",2255,5752,2.79,0,1102,145,12,21,711,5250,7057
"2015-08-07",2195,5038,2.44,0,802,178,0,0,664,5639,7004
"2015-08-08",2060,2725,1.32,0,410,148,0,0,486,5779,7008
"2015-08-09",2193,4411,2.14,0,668,183,0,0,645,5633,6892
"2015-08-10",2258,4581,2.22,0,923,195,2,11,729,4374,6901
"2015-08-11",2460,9484,4.61,0,662,135,9,51,942,4061,6787
"2015-08-12",2568,10357,5.02,0,650,195,48,28,1137,4570,6838
"2015-08-13",2640,10425,5.05,0,885,260,44,11,1238,5228,6819
"2015-08-14",2846,14007,6.79,0,747,279,42,39,1522,5997,6906
"2015-08-15",2139,3083,1.49,0,769,168,0,0,555,7609,7058
"2015-08-16",2105,4150,2.01,0,750,96,21,10,505,7419,7030
"2015-08-17",2398,6233,3.02,0,814,234,14,9,926,7358,6951
"2015-08-18",2560,10461,5.07,0,857,168,94,11,1141,6893,6921
"2015-08-19",2095,3033,1.47,0,1172,155,0,0,520,6908,6973
"2015-08-20",2491,9475,4.59,0,796,174,21,36,1016,5852,6895
"2015-08-21",2158,3243,1.57,0,660,176,0,0,579,5205,7004
"2015-08-22",2189,4599,2.26,0,375,151,5,5,620,5227,6949
"2015-08-23",2244,4489,2.18,0,680,214,0,0,726,5292,6822
"2015-08-24",2267,6172,2.99,0,890,190,0,0,739,5042,6691
"2015-08-25",2340,6979,3.38,0,1241,171,14,14,815,4430,6583
"2015-08-26",2344,7338,3.59,0,668,161,31,17,854,4993,6584
"2015-08-27",2502,9389,4.55,0,807,182,34,26,1026,4688,6530
"2015-08-28",2323,6899,3.34,0,1146,163,35,8,812,5566,6518
"2015-08-29",2068,3060,1.48,0,877,142,0,0,485,5895,6501
"2015-08-30",2306,5554,2.69,0,1209,231,0,0,816,5691,6507
"2015-08-31",2756,13241,6.42,0,1150,178,56,56,1345,5602,6470
"2015-09-01",2339,7811,3.79,0,1135,148,19,18,819,6497,6647
"2015-09-02",2099,3542,1.72,0,840,145,0,0,520,6564,6659
"2015-09-03",2665,12074,5.87,0,846,163,64,43,1234,5729,6591
"2015-09-04",2462,8962,4.34,0,829,154,33,27,946,6468,6559
"2015-09-05",2118,3361,1.63,0,1026,160,0,0,552,7312,6673
"2015-09-06",2300,4920,2.38,0,808,234,0,0,804,6998,6554
"2015-09-07",2316,5010,2.43,0,680,238,0,0,822,5810,6405
"2015-09-08",2557,10291,4.99,0,759,191,29,25,1088,5409,6372
"2015-09-09",2446,8938,4.33,0,755,153,34,28,947,6374,6458
"2015-09-10",2599,11179,5.42,0,771,184,55,24,1160,5926,6567
"2015-09-11",2471,9040,4.38,0,778,194,28,20,1008,6242,6761
"2015-09-12",1950,1785,0.87,0,798,115,0,0,366,7054,6880
"2015-09-13",2020,2272,1.1,0,1305,135,0,0,437,6606,6833
"2015-09-14",2566,10378,5.03,0,1178,195,31,36,1127,6215,6572
"2015-09-15",2806,14515,7.03,0,1066,186,53,55,1404,6227,6658
"2015-09-16",2715,12543,6.09,0,789,190,45,48,1281,7024,6863
"2015-09-17",2760,13708,6.64,0,772,166,35,67,1311,7219,7024
"2015-09-18",2677,12688,6.15,0,679,177,61,33,1255,7885,7231
"2015-09-19",2410,8400,4.07,0,807,171,33,26,952,9443,7468
